CustomerID,Age,Gender,Income,Region,AccountType,AccountBalance,CreditScore,LoanType,LoanAmount,InterestRate,LoanStatus,CustomerTenureYears,NumTransactionsLastMonth,AvgTransactionValue,LastTransactionDate,RiskLevel
CUST00439,38,Male,28090.0,Khyber Pakhtunkhwa,Savings,74686.25,635.0,Business Loan,3638318.1,20.58,Approved,23,9,843.65,2026-07-24,Medium Risk
CUST00440,43,Female,52877.0,Khyber Pakhtunkhwa,Savings,158994.2,581.0,Personal Loan,1354835.84,13.86,Approved,2,10,1976.62,2026-08-14,Medium Risk
CUST00441,50,Female,63682.0,Sindh,Savings,255139.43,668.0,No Loan,0.0,0.0,No Loan,2,17,6358.25,2026-08-06,Medium Risk
CUST00442,33,Male,45230.0,Sindh,Savings,19803.95,521.0,Personal Loan,263782.27,17.8,Rejected,1,10,1730.4,2026-08-25,High Risk
CUST00443,44,Male,79408.0,Khyber Pakhtunkhwa,Fixed Deposit,313173.71,640.0,Car Loan,1171259.0,15.25,Approved,1,13,3393.69,2026-08-01,Medium Risk
CUST00444,47,Female,89697.0,Sindh,Current,233425.13,671.0,No Loan,0.0,0.0,No Loan,3,15,5780.88,2026-08-23,Medium Risk
CUST00445,32,Male,60163.0,Sindh,Salary Account,224233.14,599.0,Personal Loan,1495091.25,18.64,Rejected,2,4,4871.57,2026-08-19,High Risk
CUST00446,40,Male,23979.0,Sindh,Savings,97240.85,647.0,Education Loan,27916.5,18.6,Closed,0,6,1179.61,2026-08-02,Medium Risk
CUST00447,56,Female,139140.0,Punjab,Savings,480312.92,654.0,No Loan,0.0,0.0,No Loan,1,14,3802.92,2026-08-09,Medium Risk
CUST00448,41,Female,51918.5,Sindh,Savings,105784.4,707.0,Car Loan,209718.35,14.24,Approved,6,17,1209.55,2026-07-27,Low Risk
CUST00449,34,Female,29892.0,Khyber Pakhtunkhwa,Current,68105.18,544.0,Car Loan,765755.42,18.07,Rejected,1,10,2146.19,2026-08-15,High Risk
CUST00450,30,Female,20000.0,Punjab,Salary Account,22506.68,624.0,Education Loan,56098.67,16.35,Rejected,1,11,1273.33,2026-07-29,High Risk
CUST00451,31,Female,30206.0,Punjab,Savings,39055.7,657.0,Personal Loan,350173.23,9.26,Approved,2,9,1596.95,2026-08-19,Medium Risk
CUST00452,47,Male,31934.0,Khyber Pakhtunkhwa,Current,83420.09,629.0,Personal Loan,316694.19,14.08,Approved,10,8,1876.71,2026-08-10,Medium Risk
CUST00453,25,Female,76585.0,Islamabad Capital Territory,Current,153761.89,605.0,No Loan,0.0,0.0,No Loan,4,16,5488.08,2026-07-25,Medium Risk
CUST00454,24,Female,36193.0,Sindh,Savings,13169.3,612.0,Personal Loan,33617.33,16.97,Approved,18,8,1550.33,2026-07-12,Medium Risk
CUST00455,38,Male,78347.0,Sindh,Current,129659.76,665.0,Home Loan,2770630.39,20.49,Approved,8,9,2517.14,2026-07-11,Medium Risk
CUST00456,18,Male,65539.0,Sindh,Current,228016.67,636.0,Business Loan,2906250.99,11.49,Approved,8,11,5741.05,2026-08-04,Medium Risk
CUST00457,49,Female,20000.0,Punjab,Savings,19576.48,656.0,Home Loan,3256793.34,18.11,Approved,0,19,758.04,2026-08-11,Medium Risk
CUST00458,42,Female,71430.0,Punjab,Savings,116416.43,814.0,Home Loan,1849396.56,17.15,Closed,0,11,4002.76,2026-07-28,Low Risk
CUST00459,40,Female,59922.0,Punjab,Salary Account,25240.73,658.0,No Loan,0.0,0.0,No Loan,3,8,2561.85,2026-08-03,Medium Risk
CUST00460,45,Male,122197.0,Punjab,Savings,28240.85,738.0,No Loan,0.0,0.0,No Loan,5,12,5661.32,2026-07-13,Low Risk
CUST00461,46,Female,86117.0,Khyber Pakhtunkhwa,Savings,61868.53,707.0,Business Loan,3930564.96,14.62,Rejected,9,14,2705.56,2026-07-01,High Risk
CUST00462,23,Male,20000.0,Sindh,Salary Account,10515.35,679.0,Education Loan,861338.86,13.41,Pending,1,14,1451.07,2026-07-14,Medium Risk
CUST00463,61,Female,61942.0,Punjab,Current,270388.63,629.0,Business Loan,2514452.44,19.86,Pending,2,9,2456.81,2026-07-13,Medium Risk
CUST00464,44,Male,47760.0,Sindh,Savings,68965.33,639.0,Business Loan,1765022.97,21.64,Closed,1,11,2468.33,2026-07-16,Medium Risk
CUST00465,48,Female,81597.0,Punjab,Savings,221183.02,602.0,No Loan,0.0,0.0,No Loan,1,19,690.12,2026-07-29,Medium Risk
CUST00466,34,Male,20000.0,Punjab,Fixed Deposit,77022.55,596.0,No Loan,0.0,0.0,No Loan,4,11,1273.28,2026-07-05,Medium Risk
CUST00467,32,Male,35296.0,Punjab,Current,96241.92,699.0,Education Loan,807810.46,20.72,Approved,1,11,1401.13,2026-07-10,Medium Risk
CUST00468,35,Female,20000.0,Sindh,Fixed Deposit,68315.5,510.0,No Loan,0.0,0.0,No Loan,5,11,998.48,2026-08-07,High Risk
CUST00469,28,Female,28879.0,Sindh,Savings,82773.71,579.0,Personal Loan,207865.37,21.1,Closed,1,15,1396.44,2026-08-08,High Risk
CUST00470,40,Female,52592.0,Gilgit-Baltistan,Current,62439.14,668.0,No Loan,0.0,0.0,No Loan,2,20,1914.17,2026-06-30,Medium Risk
CUST00471,34,Male,62903.0,Punjab,Current,195503.32,679.0,No Loan,0.0,0.0,No Loan,2,11,2354.25,2026-07-21,Medium Risk
CUST00472,18,Male,20000.0,Khyber Pakhtunkhwa,Savings,22136.56,649.0,Personal Loan,964377.23,12.39,Approved,6,3,1211.14,2026-07-29,Medium Risk
CUST00473,31,Male,30714.0,Islamabad Capital Territory,Current,50384.51,689.0,Personal Loan,579139.3,12.78,Rejected,1,13,1301.8,2026-07-21,High Risk
CUST00474,21,Female,71413.0,Punjab,Savings,9933.32,595.0,Business Loan,128398.45,16.03,Approved,3,13,2880.82,2026-07-09,Medium Risk
CUST00475,44,Male,70836.0,Punjab,Savings,282557.3,535.0,Personal Loan,892210.83,15.59,Rejected,3,15,3694.83,2026-07-22,High Risk
CUST00476,26,Female,53085.0,Punjab,Fixed Deposit,184847.05,635.0,Car Loan,339881.0,16.48,Closed,7,11,2274.08,2026-08-20,Medium Risk
CUST00477,37,Male,58016.0,Khyber Pakhtunkhwa,Savings,30777.05,732.0,No Loan,0.0,0.0,No Loan,5,10,3069.54,2026-08-01,Low Risk
CUST00478,28,Male,43708.0,Sindh,Savings,63060.98,613.0,Business Loan,2234307.97,8.74,Approved,3,6,2890.89,2026-08-07,Medium Risk
CUST00479,41,Female,84560.0,Sindh,Savings,258501.48,711.0,No Loan,0.0,0.0,No Loan,1,8,4701.61,2026-08-17,Low Risk
CUST00480,18,Male,20000.0,Punjab,Salary Account,77937.12,618.0,Car Loan,324989.19,14.46,Approved,8,16,1462.73,2026-08-11,Medium Risk
CUST00481,51,Female,81599.0,Sindh,Fixed Deposit,171983.8,708.0,Business Loan,4116809.57,15.99,Approved,3,16,7577.29,2026-07-19,Low Risk
CUST00482,31,Female,20000.0,Punjab,Savings,49369.11,608.0,Home Loan,2609748.4,18.81,Approved,7,13,1098.02,2026-06-27,Medium Risk
CUST00483,18,Male,20000.0,Khyber Pakhtunkhwa,Current,32126.34,582.0,Home Loan,2598891.17,10.8,Rejected,9,9,676.11,2026-07-18,High Risk
CUST00484,39,Female,78150.0,Khyber Pakhtunkhwa,Current,188984.54,704.0,Car Loan,692634.44,11.33,Approved,1,12,3904.82,2026-08-11,Low Risk
CUST00485,23,Male,32443.0,Punjab,Fixed Deposit,71435.65,654.0,Personal Loan,357531.49,8.66,Approved,1,10,1870.3,2026-08-17,Medium Risk
CUST00486,21,Male,25739.0,Punjab,Current,29624.5,572.0,No Loan,0.0,0.0,No Loan,2,8,942.34,2026-08-23,High Risk
CUST00487,44,Female,88320.0,Punjab,Current,124599.2,758.0,No Loan,0.0,0.0,No Loan,2,9,5942.61,2026-07-22,Low Risk
CUST00488,18,Male,20000.0,Punjab,Salary Account,42052.79,633.0,No Loan,0.0,0.0,No Loan,15,14,733.72,2026-08-10,Medium Risk
CUST00489,18,Male,32033.0,Punjab,Fixed Deposit,42610.96,621.0,Education Loan,1491546.22,16.0,Approved,1,11,1904.78,2026-07-29,Medium Risk
CUST00490,28,Male,61364.0,Punjab,Savings,176141.45,704.0,Personal Loan,1434759.82,20.96,Approved,9,11,4451.77,2026-08-02,Low Risk
CUST00491,51,Male,20000.0,Punjab,Savings,97240.85,721.0,No Loan,0.0,0.0,No Loan,0,13,214.68,2026-07-10,Low Risk
CUST00492,42,Male,56912.0,Islamabad Capital Territory,Current,191232.22,683.0,Car Loan,1208507.38,13.54,Approved,0,18,4082.16,2026-07-10,Medium Risk
CUST00493,18,Female,20000.0,Khyber Pakhtunkhwa,Savings,57708.85,649.0,Business Loan,3297923.15,20.41,Rejected,3,11,372.8,2026-07-23,High Risk
CUST00494,19,Male,47691.0,Punjab,Current,42610.51,602.0,Business Loan,4430825.86,11.49,Rejected,3,12,2213.33,2026-06-28,High Risk
CUST00495,36,Female,51308.0,Islamabad Capital Territory,Fixed Deposit,68647.46,668.0,Car Loan,639177.3,18.14,Closed,0,11,1439.83,2026-07-17,Medium Risk
CUST00496,46,Female,58216.0,Islamabad Capital Territory,Salary Account,79627.89,724.0,Car Loan,429997.66,20.14,Approved,5,14,2921.03,2026-08-06,Low Risk
CUST00497,18,Male,20000.0,Balochistan,Fixed Deposit,57383.1,713.0,No Loan,0.0,0.0,No Loan,2,9,100.0,2026-07-21,Low Risk
CUST00498,57,Male,83278.0,Punjab,Savings,141765.85,696.0,Home Loan,2708988.14,11.25,Approved,10,11,1775.94,2026-07-06,Medium Risk
CUST00499,72,Male,92017.0,Sindh,Fixed Deposit,137641.58,645.0,No Loan,0.0,0.0,No Loan,0,12,4282.76,2026-07-25,Medium Risk
CUST00500,31,Male,52933.0,Punjab,Savings,224517.87,665.0,Car Loan,487167.37,9.67,Approved,1,11,1400.98,2026-07-04,Medium Risk
CUST00501,37,Male,45111.0,Sindh,Salary Account,172689.95,581.0,No Loan,0.0,0.0,No Loan,8,10,2284.55,2026-08-03,Medium Risk
CUST00502,18,Female,20000.0,Khyber Pakhtunkhwa,Fixed Deposit,30321.71,569.0,No Loan,0.0,0.0,No Loan,9,12,1738.56,2026-06-28,High Risk
CUST00503,18,Female,28862.0,Khyber Pakhtunkhwa,Savings,59582.47,663.0,Personal Loan,546833.22,12.34,Approved,6,9,1551.04,2026-07-20,Medium Risk
CUST00504,36,Male,93895.0,Punjab,Savings,137216.55,725.0,Personal Loan,202887.29,9.86,Approved,1,9,11321.96,2026-07-30,Low Risk
CUST00505,32,Female,60336.0,Punjab,Savings,162603.69,649.0,Business Loan,3970207.02,10.22,Approved,0,9,470.82,2026-06-28,Medium Risk
CUST00506,53,Female,90333.0,Punjab,Savings,283705.06,735.0,Home Loan,2504306.39,18.39,Approved,5,17,2193.29,2026-08-04,Low Risk
CUST00507,31,Male,88454.0,Punjab,Savings,198141.95,595.0,No Loan,0.0,0.0,No Loan,1,11,3662.64,2026-07-05,Medium Risk
CUST00508,21,Female,65901.0,Khyber Pakhtunkhwa,Current,73020.09,533.0,Education Loan,208230.03,9.48,Closed,1,14,4478.79,2026-07-24,High Risk
CUST00509,27,Male,20000.0,Punjab,Fixed Deposit,72476.59,629.0,No Loan,0.0,0.0,No Loan,0,13,1199.55,2026-06-30,Medium Risk
CUST00510,32,Male,52551.0,Sindh,Savings,37774.69,638.0,Car Loan,733119.14,10.18,Approved,0,13,3496.12,2026-07-19,Medium Risk
CUST00511,40,Male,62981.0,Sindh,Savings,233875.63,534.0,No Loan,0.0,0.0,No Loan,2,18,2800.27,2026-07-09,High Risk
CUST00512,28,Male,52266.0,Sindh,Savings,48586.21,675.0,No Loan,0.0,0.0,No Loan,5,10,3619.26,2026-07-16,Medium Risk
CUST00513,33,Male,47912.0,Punjab,Savings,138102.58,626.0,No Loan,0.0,0.0,No Loan,7,13,3685.94,2026-08-11,Medium Risk
CUST00514,54,Male,84145.0,Punjab,Savings,197985.06,746.0,Car Loan,800064.99,9.02,Approved,8,8,4300.14,2026-07-19,Low Risk
CUST00515,36,Female,57925.0,Punjab,Savings,210805.52,720.0,Business Loan,1976868.66,12.73,Approved,2,10,3430.08,2026-08-11,Low Risk
CUST00516,18,Male,20000.0,Punjab,Current,77299.56,645.0,Car Loan,686794.08,8.66,Rejected,5,13,1129.86,2026-08-15,High Risk
CUST00517,18,Female,46648.0,Punjab,Savings,141951.65,576.0,No Loan,0.0,0.0,No Loan,2,15,3079.42,2026-07-12,High Risk
CUST00518,61,Male,58246.0,Gilgit-Baltistan,Fixed Deposit,192058.83,612.0,Home Loan,1515524.27,15.45,Approved,19,18,2152.9,2026-07-01,Medium Risk
CUST00519,60,Female,55843.0,Punjab,Savings,216626.24,654.0,Home Loan,465294.91,9.21,Approved,0,7,2906.79,2026-06-28,Medium Risk
CUST00520,33,Male,46901.0,Punjab,Current,111651.58,581.0,No Loan,0.0,0.0,No Loan,2,10,2498.29,2026-07-29,Medium Risk
CUST00521,34,Male,80384.0,Khyber Pakhtunkhwa,Savings,244461.46,698.0,Home Loan,4881549.4,11.97,Rejected,0,11,4056.31,2026-08-25,High Risk
CUST00522,44,Female,47144.0,Punjab,Current,181783.85,622.0,Personal Loan,1385298.37,20.01,Pending,2,12,2843.86,2026-07-17,Medium Risk
CUST00523,30,Male,44534.0,Punjab,Salary Account,152560.07,478.0,Car Loan,1180597.03,18.8,Pending,1,10,3266.78,2026-08-05,High Risk
CUST00524,27,Male,33611.0,Azad Kashmir,Savings,71502.44,585.0,Car Loan,779565.56,20.27,Approved,0,19,1602.57,2026-08-12,Medium Risk
CUST00525,29,Female,69727.0,Khyber Pakhtunkhwa,Savings,116914.78,627.0,Car Loan,1416081.63,15.62,Rejected,3,10,3706.82,2026-08-05,High Risk
CUST00526,37,Female,104993.0,Islamabad Capital Territory,Savings,383539.98,777.0,No Loan,0.0,0.0,No Loan,15,9,2143.55,2026-08-11,Low Risk
CUST00527,47,Male,46461.0,Sindh,Current,130734.79,624.0,Personal Loan,1443227.93,15.4,Pending,2,10,3351.43,2026-08-22,Medium Risk
CUST00528,18,Male,20000.0,Sindh,Savings,18742.16,628.0,No Loan,0.0,0.0,No Loan,2,15,1264.91,2026-07-08,Medium Risk
CUST00529,40,Female,63606.0,Punjab,Savings,117276.47,625.0,Personal Loan,425394.01,11.2,Approved,7,13,741.2,2026-06-28,Medium Risk
CUST00530,19,Male,60958.0,Khyber Pakhtunkhwa,Fixed Deposit,62111.05,683.0,No Loan,0.0,0.0,No Loan,2,13,5266.49,2026-07-06,Medium Risk
CUST00531,37,Female,32485.0,Khyber Pakhtunkhwa,Fixed Deposit,80140.35,595.0,Home Loan,2707497.68,20.8,Pending,0,6,508.28,2026-07-04,Medium Risk
CUST00532,39,Female,51169.0,Islamabad Capital Territory,Savings,175644.25,581.0,No Loan,0.0,0.0,No Loan,3,15,2489.65,2026-08-06,Medium Risk
CUST00533,36,Male,27914.0,Khyber Pakhtunkhwa,Savings,96912.39,694.0,Business Loan,2471522.76,14.58,Approved,1,9,996.24,2026-07-30,Medium Risk
CUST00534,50,Male,80787.0,Punjab,Current,159631.37,726.0,No Loan,0.0,0.0,No Loan,0,10,6360.15,2026-07-10,Low Risk
CUST00535,24,Male,20000.0,Sindh,Current,27394.84,696.0,Car Loan,55100.21,9.58,Approved,14,14,1189.85,2026-08-07,Medium Risk
CUST00536,45,Female,53302.0,Punjab,Current,161435.04,791.0,No Loan,0.0,0.0,No Loan,11,19,4152.69,2026-08-12,Low Risk
CUST00537,51,Male,69168.0,Sindh,Fixed Deposit,97675.95,605.0,Home Loan,1361087.98,13.22,Pending,2,13,2762.75,2026-07-07,Medium Risk
CUST00538,51,Female,47690.0,Islamabad Capital Territory,Current,111628.43,603.0,Business Loan,3493604.43,18.84,Approved,6,11,3017.49,2026-08-02,Medium Risk
CUST00539,60,Female,69288.0,Sindh,Fixed Deposit,239204.5,688.0,No Loan,0.0,0.0,No Loan,9,7,3119.38,2026-08-10,Medium Risk
CUST00540,40,Male,69691.0,Punjab,Salary Account,218271.32,731.0,Personal Loan,441581.96,15.32,Approved,8,15,3593.28,2026-07-03,Low Risk
CUST00541,46,Female,37135.0,Punjab,Salary Account,22482.48,712.0,Business Loan,4566801.02,12.09,Approved,3,9,1841.96,2026-08-15,Low Risk
CUST00542,34,Male,62040.0,Punjab,Savings,64633.81,660.0,Car Loan,252920.2,17.56,Pending,0,12,1170.14,2026-08-23,Medium Risk
CUST00543,39,Female,20000.0,Sindh,Salary Account,30629.57,719.0,No Loan,0.0,0.0,No Loan,7,10,1494.87,2026-07-03,Low Risk
CUST00544,33,Female,62863.0,Punjab,Savings,67728.9,645.0,Car Loan,273353.42,9.91,Approved,2,12,4098.04,2026-06-28,Medium Risk
CUST00545,25,Female,67939.0,Punjab,Savings,171908.48,624.0,No Loan,0.0,0.0,No Loan,1,11,1716.85,2026-07-15,Medium Risk
CUST00546,52,Female,104938.0,Gilgit-Baltistan,Salary Account,383456.21,543.0,Car Loan,1328316.71,11.29,Closed,8,10,5657.0,2026-08-06,High Risk
CUST00547,46,Male,25799.0,Balochistan,Salary Account,65812.19,589.0,Personal Loan,535747.4,10.92,Rejected,3,12,2180.37,2026-08-23,High Risk
CUST00548,38,Male,49377.0,Sindh,Savings,145985.14,595.0,Car Loan,132290.03,17.93,Rejected,1,12,1976.08,2026-07-20,High Risk
CUST00549,18,Male,20000.0,Sindh,Salary Account,56291.07,571.0,No Loan,0.0,0.0,No Loan,0,10,405.93,2026-08-08,High Risk
CUST00550,18,Female,20000.0,Punjab,Savings,46551.42,574.0,Personal Loan,715968.65,21.39,Approved,14,15,875.62,2026-07-01,High Risk
CUST00551,60,Female,81563.0,Sindh,Fixed Deposit,75364.54,785.0,Home Loan,3123121.53,20.53,Approved,8,11,1577.94,2026-08-07,Low Risk
CUST00552,23,Female,20000.0,Sindh,Savings,10420.43,599.0,Business Loan,2575553.94,10.23,Pending,2,9,510.0,2026-08-03,Medium Risk
CUST00553,22,Male,20000.0,Punjab,Savings,75967.11,661.0,No Loan,0.0,0.0,No Loan,3,9,584.31,2026-07-03,Medium Risk
CUST00554,46,Female,74132.0,Islamabad Capital Territory,Fixed Deposit,116423.28,614.0,Car Loan,591936.16,12.96,Rejected,10,8,3555.39,2026-08-12,High Risk
CUST00555,22,Male,58763.0,Punjab,Salary Account,22161.43,637.0,Car Loan,496060.46,10.28,Approved,5,15,1395.07,2026-08-17,Medium Risk
CUST00556,41,Male,51918.5,Punjab,Current,96641.27,709.0,Personal Loan,408574.34,9.03,Approved,6,4,2707.28,2026-08-02,Low Risk
CUST00557,34,Female,86093.0,Khyber Pakhtunkhwa,Savings,153028.75,550.0,No Loan,0.0,0.0,No Loan,0,12,3542.57,2026-07-04,High Risk
CUST00558,37,Male,58269.0,Sindh,Savings,127712.45,713.0,No Loan,0.0,0.0,No Loan,2,11,2465.37,2026-08-25,Low Risk
CUST00559,18,Male,37359.0,Khyber Pakhtunkhwa,Current,111896.49,667.0,No Loan,0.0,0.0,No Loan,8,10,1864.91,2026-08-12,Medium Risk
CUST00560,36,Male,20000.0,Balochistan,Savings,28192.51,615.0,Personal Loan,271163.75,18.2,Pending,3,14,100.0,2026-07-17,Medium Risk
CUST00561,30,Male,31198.0,Punjab,Savings,120582.39,620.0,No Loan,0.0,0.0,No Loan,4,14,2203.61,2026-07-22,Medium Risk
CUST00562,20,Male,20000.0,Khyber Pakhtunkhwa,Fixed Deposit,40349.42,574.0,Business Loan,1147154.21,12.14,Approved,23,8,880.12,2026-07-19,High Risk
CUST00563,43,Female,29274.0,Khyber Pakhtunkhwa,Salary Account,22671.27,706.0,Home Loan,3979487.77,14.78,Approved,26,11,711.01,2026-07-27,Low Risk
CUST00564,18,Female,31722.0,Khyber Pakhtunkhwa,Savings,50601.29,600.0,Car Loan,42142.57,12.07,Rejected,4,18,1587.24,2026-07-17,High Risk
CUST00565,32,Male,39758.0,Khyber Pakhtunkhwa,Current,144272.53,719.0,No Loan,0.0,0.0,No Loan,3,9,2030.88,2026-08-16,Low Risk
CUST00566,38,Female,20000.0,Punjab,Current,56283.34,567.0,Business Loan,2404735.19,15.74,Pending,5,11,1242.92,2026-08-15,High Risk
CUST00567,46,Male,40812.0,Balochistan,Salary Account,183270.73,582.0,Home Loan,4247459.88,13.46,Rejected,3,5,1993.39,2026-07-03,High Risk
CUST00568,50,Male,20663.0,Punjab,Fixed Deposit,55165.91,554.0,No Loan,0.0,0.0,No Loan,0,10,900.98,2026-08-23,High Risk
CUST00569,42,Male,25709.0,Punjab,Savings,51850.94,737.0,Car Loan,560868.2,21.14,Approved,5,8,1054.74,2026-08-04,Low Risk
CUST00570,39,Female,79609.0,Punjab,Fixed Deposit,266276.24,655.0,Car Loan,1377676.37,13.78,Pending,0,8,3628.69,2026-08-15,Medium Risk
CUST00571,25,Male,93240.0,Islamabad Capital Territory,Savings,112881.06,632.0,Business Loan,3044457.03,16.79,Rejected,0,16,3448.66,2026-08-08,High Risk
CUST00572,33,Male,67601.0,Khyber Pakhtunkhwa,Salary Account,59087.27,590.0,Personal Loan,776925.88,14.44,Rejected,5,11,2223.94,2026-07-23,High Risk
CUST00573,52,Male,50978.0,Khyber Pakhtunkhwa,Current,106161.94,765.0,Car Loan,747850.14,16.13,Approved,0,15,1203.0,2026-08-10,Low Risk
CUST00574,34,Male,20000.0,Sindh,Savings,86697.81,636.0,Personal Loan,69458.63,19.51,Rejected,1,12,1423.98,2026-08-23,High Risk
CUST00575,35,Male,64777.0,Punjab,Savings,120459.43,579.0,Business Loan,208942.42,17.19,Pending,7,18,2801.12,2026-07-13,High Risk
CUST00576,37,Male,43571.0,Punjab,Savings,20899.69,598.0,No Loan,0.0,0.0,No Loan,11,14,2586.1,2026-08-14,Medium Risk
CUST00577,40,Male,74961.0,Punjab,Salary Account,79998.5,665.0,No Loan,0.0,0.0,No Loan,0,9,4659.98,2026-07-29,Medium Risk
CUST00578,53,Male,94744.0,Punjab,Current,201342.58,763.0,Home Loan,1327882.93,9.01,Approved,1,8,4197.87,2026-07-26,Low Risk
CUST00579,37,Female,94162.0,Islamabad Capital Territory,Salary Account,246519.53,724.0,No Loan,0.0,0.0,No Loan,1,9,7254.31,2026-07-23,Low Risk
CUST00580,62,Female,69930.0,Sindh,Fixed Deposit,136851.93,619.0,Personal Loan,570552.24,19.93,Pending,2,13,4524.85,2026-08-09,Medium Risk
CUST00581,39,Male,56320.0,Punjab,Fixed Deposit,97240.85,544.0,Personal Loan,409063.44,8.98,Pending,3,6,3084.28,2026-07-13,High Risk
CUST00582,26,Male,51079.0,Khyber Pakhtunkhwa,Savings,164814.19,645.0,No Loan,0.0,0.0,No Loan,5,13,2529.14,2026-08-17,Medium Risk
CUST00583,47,Male,112995.0,Sindh,Savings,232359.87,645.0,No Loan,0.0,0.0,No Loan,7,15,4942.77,2026-08-15,Medium Risk
CUST00584,49,Female,47165.0,Punjab,Fixed Deposit,70091.52,604.0,No Loan,0.0,0.0,No Loan,8,12,1659.99,2026-07-02,Medium Risk
CUST00585,46,Male,58676.0,Punjab,Savings,8021.56,644.0,Personal Loan,779449.42,11.77,Approved,0,15,4590.06,2026-08-18,Medium Risk
CUST00586,46,Female,20000.0,Punjab,Current,38482.08,620.0,No Loan,0.0,0.0,No Loan,1,14,926.7,2026-07-11,Medium Risk
CUST00587,38,Male,20000.0,Punjab,Savings,28265.47,599.0,No Loan,0.0,0.0,No Loan,0,7,1042.11,2026-07-24,Medium Risk
CUST00588,38,Female,64873.0,Punjab,Current,134773.11,653.0,No Loan,0.0,0.0,No Loan,7,8,2773.32,2026-08-02,Medium Risk
CUST00589,47,Male,54661.0,Sindh,Fixed Deposit,119351.59,719.0,No Loan,0.0,0.0,No Loan,1,12,563.35,2026-07-19,Low Risk
CUST00590,33,Male,64510.0,Punjab,Current,140709.7,717.0,No Loan,0.0,0.0,No Loan,14,16,4725.45,2026-06-28,Low Risk
CUST00591,18,Male,20000.0,Sindh,Savings,39880.13,668.0,No Loan,0.0,0.0,No Loan,8,10,297.25,2026-08-17,Medium Risk
CUST00592,21,Female,29287.0,Punjab,Current,15649.36,611.0,Car Loan,736377.63,21.71,Closed,2,9,1470.53,2026-07-07,Medium Risk
CUST00593,40,Female,51879.0,Punjab,Salary Account,84303.69,755.0,Personal Loan,1064281.77,11.08,Approved,1,20,1940.22,2026-07-09,Low Risk
CUST00594,28,Male,40720.0,Islamabad Capital Territory,Fixed Deposit,70819.79,650.0,Business Loan,1287780.95,14.13,Approved,9,7,1580.91,2026-08-13,Medium Risk
CUST00595,43,Male,67015.0,Sindh,Current,191791.19,834.0,Car Loan,178187.4,19.58,Approved,0,15,3702.58,2026-07-17,Low Risk
CUST00596,27,Female,69830.0,Punjab,Current,167859.19,693.0,Home Loan,4987693.04,15.16,Approved,3,15,3138.68,2026-08-18,Medium Risk
CUST00597,33,Male,41508.0,Azad Kashmir,Salary Account,152756.76,697.0,No Loan,0.0,0.0,No Loan,3,12,100.0,2026-08-08,Medium Risk
CUST00598,51,Male,50528.0,Punjab,Salary Account,39840.46,687.0,No Loan,0.0,0.0,No Loan,0,9,950.5,2026-07-13,Medium Risk
CUST00599,43,Female,82276.0,Punjab,Savings,193117.58,582.0,No Loan,0.0,0.0,No Loan,1,10,3401.89,2026-06-27,Medium Risk
CUST00600,63,Female,49287.0,Sindh,Current,62064.96,719.0,No Loan,0.0,0.0,No Loan,18,9,3241.4,2026-08-22,Low Risk
CUST00601,33,Male,98256.0,Azad Kashmir,Fixed Deposit,368143.88,745.0,Home Loan,150169.35,15.57,Approved,3,8,1217.81,2026-07-02,Low Risk
CUST00602,24,Female,102303.0,Balochistan,Fixed Deposit,142901.55,632.0,Personal Loan,741129.35,13.3,Approved,5,15,8631.03,2026-08-09,Medium Risk
CUST00603,39,Male,69877.0,Punjab,Savings,18548.7,631.0,No Loan,0.0,0.0,No Loan,0,12,2285.98,2026-07-26,Medium Risk
CUST00604,50,Female,30388.0,Sindh,Fixed Deposit,10729.21,649.0,Home Loan,3252386.21,15.17,Rejected,3,12,897.2,2026-08-11,High Risk
CUST00605,18,Female,51918.5,Khyber Pakhtunkhwa,Current,97240.85,666.0,No Loan,0.0,0.0,No Loan,0,13,743.53,2026-08-07,Medium Risk
CUST00606,33,Female,23888.0,Sindh,Fixed Deposit,75484.06,617.0,No Loan,0.0,0.0,No Loan,10,10,1596.01,2026-08-04,Medium Risk
CUST00607,54,Male,26451.0,Sindh,Fixed Deposit,58313.28,625.0,Car Loan,1278442.13,14.36,Closed,4,13,809.26,2026-07-26,Medium Risk
CUST00608,20,Female,23943.0,Azad Kashmir,Current,72922.72,502.0,Business Loan,4023245.27,10.38,Pending,4,11,1356.31,2026-08-13,High Risk
CUST00609,42,Female,104623.0,Sindh,Savings,196332.83,637.0,No Loan,0.0,0.0,No Loan,12,11,7067.38,2026-07-02,Medium Risk
CUST00610,41,Female,60299.0,Khyber Pakhtunkhwa,Savings,136494.67,665.0,No Loan,0.0,0.0,No Loan,10,7,100.0,2026-07-10,Medium Risk
CUST00611,46,Male,25899.0,Islamabad Capital Territory,Salary Account,73395.8,710.0,Car Loan,841522.25,18.52,Approved,2,11,861.2,2026-08-07,Low Risk
CUST00612,47,Female,63276.0,Gilgit-Baltistan,Savings,78708.88,669.0,Education Loan,659533.42,15.77,Approved,4,12,4638.12,2026-07-15,Medium Risk
CUST00613,62,Female,49677.0,Punjab,Savings,53125.04,645.0,No Loan,0.0,0.0,No Loan,1,9,2769.27,2026-07-31,Medium Risk
CUST00614,48,Male,60897.0,Gilgit-Baltistan,Savings,130958.04,547.0,Personal Loan,1202057.31,11.78,Pending,0,20,2395.68,2026-07-25,High Risk
